issued_count,coverage_fraction_of_all_test_clusters,coverage_fraction_of_hard_eligible_clusters,catastrophic_count,catastrophic_rate,mean_trajectory_iae_pp,maximum_issued_disagreement_pp,predeclared_25_50_75_marker
293,0.29299999999999998,0.37516005121638923,108,0.36860068259385664,2.3570470552742475,33.111782259258803,
294,0.29399999999999998,0.37644046094750322,108,0.36734693877551022,2.3524481770591854,33.137360675784059,
295,0.29499999999999998,0.37772087067861715,109,0.36949152542372882,2.3510422252073133,33.139149657142717,
296,0.29599999999999999,0.37900128040973113,110,0.3716216216216216,2.3502771906518474,33.162095367890345,
297,0.29699999999999999,0.38028169014084506,110,0.37037037037037035,2.3448634814466192,33.166113422257268,
298,0.29799999999999999,0.38156209987195905,110,0.36912751677852351,2.3390312949945571,33.167308688849047,
299,0.29899999999999999,0.38284250960307298,110,0.36789297658862874,2.3338668199261274,33.169138080295625,
300,0.29999999999999999,0.38412291933418696,110,0.36666666666666664,2.3292325473459221,33.17515985613386,
301,0.30099999999999999,0.38540332906530089,110,0.36544850498338871,2.3224327045685804,33.176838521611131,
302,0.30199999999999999,0.38668373879641488,110,0.36423841059602646,2.3159536632041471,33.17734336915899,
303,0.30299999999999999,0.38796414852752881,110,0.36303630363036304,2.315753393476792,33.18237140076814,
304,0.30399999999999999,0.38924455825864279,110,0.36184210526315791,2.3082676716124069,33.1959972344048,
305,0.30499999999999999,0.39052496798975672,110,0.36065573770491804,2.3052882200688427,33.200792023882954,
306,0.30599999999999999,0.39180537772087065,110,0.35947712418300654,2.3037505357930725,33.21548823426469,
307,0.307,0.39308578745198464,111,0.36156351791530944,2.3058353820695108,33.218691991821672,
308,0.308,0.39436619718309857,111,0.36038961038961037,2.2995951703462882,33.218693323382425,
309,0.309,0.39564660691421255,112,0.36245954692556637,2.3156393287087176,33.223419284279174,
310,0.31,0.39692701664532648,112,0.36129032258064514,2.311283352378442,33.224748806574041,
311,0.311,0.39820742637644047,112,0.36012861736334406,2.3068810453699653,33.234587938777274,
312,0.312,0.39948783610755439,112,0.35897435897435898,2.3007138416435762,33.249981335643191,
313,0.313,0.40076824583866838,112,0.35782747603833864,2.2984032573897282,33.263248321520116,
314,0.314,0.40204865556978231,113,0.35987261146496813,2.3072667947088497,33.26728358086703,
315,0.315,0.40332906530089629,114,0.3619047619047619,2.3111183326096336,33.2678848479013,
316,0.316,0.40460947503201022,114,0.36075949367088606,2.3057866714940558,33.296005498770668,
317,0.317,0.40588988476312421,114,0.35962145110410093,2.2999698862785385,33.300484482008599,
318,0.318,0.40717029449423814,115,0.36163522012578614,2.3003619349574902,33.302182535644697,
319,0.31900000000000001,0.40845070422535212,115,0.36050156739811912,2.2999207240584756,33.303142043762747,
320,0.32000000000000001,0.40973111395646605,115,0.359375,2.2941258609456439,33.309341638601452,
321,0.32100000000000001,0.41101152368758004,115,0.35825545171339562,2.2876162590292299,33.310052384027884,
322,0.32200000000000001,0.41229193341869397,116,0.36024844720496896,2.3029880108372995,33.335477133807444,
323,0.32300000000000001,0.41357234314980795,116,0.3591331269349845,2.3002232029931715,33.341560225174568,
324,0.32400000000000001,0.41485275288092188,116,0.35802469135802467,2.2949888837367785,33.356306745399536,
325,0.32500000000000001,0.41613316261203587,117,0.35999999999999999,2.3029276142657444,33.359487806764719,
326,0.32600000000000001,0.4174135723431498,117,0.35889570552147237,2.2987503713058666,33.365802090878645,
327,0.32700000000000001,0.41869398207426378,118,0.36085626911314983,2.3093674531289605,33.371842378222482,
328,0.32800000000000001,0.41997439180537771,118,0.3597560975609756,2.3024420232933704,33.381008014278848,
329,0.32900000000000001,0.4212548015364917,119,0.36170212765957449,2.3022984963195157,33.38985884587867,
330,0.33000000000000002,0.42253521126760563,120,0.36363636363636365,2.317608626057186,33.399697056768858,
331,0.33100000000000002,0.42381562099871961,120,0.36253776435045315,2.3107104514499448,33.406390631646829,
332,0.33200000000000002,0.42509603072983354,121,0.36445783132530118,2.3134248243922064,33.41614436783788,
333,0.33300000000000002,0.42637644046094753,121,0.36336336336336339,2.3088290808189198,33.418881040912495,
334,0.33400000000000002,0.42765685019206146,121,0.36227544910179643,2.306215304119116,33.427987956952279,
335,0.33500000000000002,0.42893725992317544,122,0.36417910447761193,2.3145144020123491,33.435315008420659,
336,0.33600000000000002,0.43021766965428937,122,0.36309523809523808,2.3084789421515786,33.443363720143417,
337,0.33700000000000002,0.43149807938540335,123,0.36498516320474778,2.3121794002847418,33.459801144363226,
338,0.33800000000000002,0.43277848911651728,123,0.36390532544378701,2.3079186963862481,33.465263483812848,
339,0.33900000000000002,0.43405889884763127,124,0.36578171091445427,2.338769179034053,33.474531436768316,
340,0.34000000000000002,0.4353393085787452,125,0.36764705882352944,2.3478777715241654,33.480082479027999,
341,0.34100000000000003,0.43661971830985913,125,0.36656891495601174,2.3463391398033662,33.491039429811458,
342,0.34200000000000003,0.43790012804097311,125,0.36549707602339182,2.3422655760822124,33.502829099512844,
343,0.34300000000000003,0.43918053777208704,125,0.36443148688046645,2.3373299884704304,33.515840955704981,
344,0.34399999999999997,0.44046094750320103,125,0.36337209302325579,2.3326745422343973,33.530570829546903,
345,0.34499999999999997,0.44174135723431496,125,0.36231884057971014,2.3298895205440679,33.551580726298191,
346,0.34599999999999997,0.44302176696542894,125,0.36127167630057805,2.3248162692353787,33.566171215336276,
347,0.34699999999999998,0.44430217669654287,125,0.36023054755043227,2.3193250250089905,33.573143557917106,
348,0.34799999999999998,0.44558258642765686,125,0.35919540229885055,2.3131428182912668,33.577478871282011,
349,0.34899999999999998,0.44686299615877079,126,0.36103151862464183,2.3134888745659206,33.581695241452785,
350,0.34999999999999998,0.44814340588988477,126,0.35999999999999999,2.3108333852624461,33.584006346314553,
351,0.35099999999999998,0.4494238156209987,126,0.35897435897435898,2.3074020258840791,33.606946294843667,
352,0.35199999999999998,0.45070422535211269,127,0.36079545454545453,2.3117774491761729,33.613349347883485,
353,0.35299999999999998,0.45198463508322662,127,0.35977337110481589,2.3131731183122084,33.632883024271159,
354,0.35399999999999998,0.4532650448143406,127,0.35875706214689268,2.3099545703276059,33.647713033988786,
355,0.35499999999999998,0.45454545454545453,128,0.36056338028169016,2.3111198931227106,33.663592254329835,
356,0.35599999999999998,0.45582586427656852,128,0.3595505617977528,2.3076157293125794,33.675823988097811,
357,0.35699999999999998,0.45710627400768244,128,0.35854341736694678,2.3044771667459996,33.679178399784981,
358,0.35799999999999998,0.45838668373879643,128,0.35754189944134079,2.2989822959477153,33.68634424159292,
359,0.35899999999999999,0.45966709346991036,128,0.35654596100278552,2.2938047693362082,33.691937073487068,
360,0.35999999999999999,0.46094750320102434,128,0.35555555555555557,2.2891232628917297,33.704941202110966,
361,0.36099999999999999,0.46222791293213827,128,0.35457063711911357,2.286234815585749,33.71415075512418,
362,0.36199999999999999,0.46350832266325226,129,0.35635359116022097,2.3080996136363088,33.731677526379826,
363,0.36299999999999999,0.46478873239436619,129,0.35537190082644626,2.3065821036197276,33.739373591136655,
364,0.36399999999999999,0.46606914212548017,130,0.35714285714285715,2.3048938925865525,33.747142174430714,
365,0.36499999999999999,0.4673495518565941,130,0.35616438356164382,2.3010690113971113,33.750572445981831,
366,0.36599999999999999,0.46862996158770809,130,0.3551912568306011,2.2969045788548779,33.766703702351769,
367,0.36699999999999999,0.46991037131882202,130,0.35422343324250682,2.2924508077865378,33.769882764405764,
368,0.36799999999999999,0.471190781049936,130,0.35326086956521741,2.2918835407863516,33.774200593408608,
369,0.36899999999999999,0.47247119078104993,130,0.35230352303523033,2.2867321375283605,33.800147618445678,
370,0.37,0.47375160051216392,130,0.35135135135135137,2.2821127963935872,33.80815089138936,
371,0.371,0.47503201024327785,130,0.35040431266846361,2.2772377271364603,33.813894074513144,
372,0.372,0.47631241997439183,130,0.34946236559139787,2.2737200944316807,33.820277474529078,
373,0.373,0.47759282970550576,130,0.34852546916890081,2.2679921253735524,33.83924658850691,
374,0.374,0.47887323943661969,130,0.34759358288770054,2.2663318592984987,33.855558236287493,
375,0.375,0.48015364916773368,130,0.34666666666666668,2.2605002740766644,33.872064085687029,
376,0.376,0.48143405889884761,130,0.34574468085106386,2.2589832913449741,33.87254528183103,
377,0.377,0.48271446862996159,130,0.34482758620689657,2.2545421578313327,33.872816016094554,
378,0.378,0.48399487836107552,130,0.3439153439153439,2.2495513093954203,33.873799235266731,
379,0.379,0.48527528809218951,130,0.34300791556728233,2.2449163774423715,33.891192612443731,
380,0.38,0.48655569782330343,131,0.34473684210526317,2.2435461605131422,33.90041992484479,
381,0.38100000000000001,0.48783610755441742,131,0.34383202099737531,2.2407305883524846,33.903000514542121,
382,0.38200000000000001,0.48911651728553135,131,0.34293193717277487,2.2360789643957855,33.927639586229688,
383,0.38300000000000001,0.49039692701664533,132,0.34464751958224543,2.2420218218741188,33.932321546141793,
384,0.38400000000000001,0.49167733674775926,132,0.34375,2.2375374776079311,33.935160079078948,
385,0.38500000000000001,0.49295774647887325,133,0.34545454545454546,2.2438239806257205,33.943011661650033,
386,0.38600000000000001,0.49423815620998718,133,0.34455958549222798,2.2380815270896921,33.971102445198497,
387,0.38700000000000001,0.49551856594110116,133,0.34366925064599485,2.2360541407000407,33.975174660533291,
388,0.38800000000000001,0.49679897567221509,133,0.34278350515463918,2.2330623349328222,33.999188091023449,
389,0.38900000000000001,0.49807938540332908,133,0.34190231362467866,2.2277618716971048,34.002046256085748,
390,0.39000000000000001,0.49935979513444301,133,0.34102564102564104,2.2224741388371134,34.045258213828433,
391,0.39100000000000001,0.50064020486555694,133,0.34015345268542202,2.2180377419257695,34.06840802711902,
392,0.39200000000000002,0.50192061459667092,134,0.34183673469387754,2.2414504032160822,34.07788624772752,
393,0.39300000000000002,0.50320102432778491,134,0.34096692111959287,2.2360428094537537,34.085839472575714,
394,0.39400000000000002,0.50448143405889889,134,0.34010152284263961,2.2315157317504579,34.09371564432297,
395,0.39500000000000002,0.50576184379001277,134,0.3392405063291139,2.2272421433730929,34.093750151098227,
396,0.39600000000000002,0.50704225352112675,135,0.34090909090909088,2.2326152945565125,34.100642683050111,
397,0.39700000000000002,0.50832266325224074,136,0.34256926952141059,2.2393705359566347,34.106086776691633,
398,0.39800000000000002,0.50960307298335472,137,0.34422110552763818,2.2417646549387258,34.107916609517403,
399,0.39900000000000002,0.5108834827144686,137,0.34335839598997492,2.2368115019131749,34.112645064232744,
400,0.40000000000000002,0.51216389244558258,138,0.34499999999999997,2.2373195839465736,34.122708123461429,
401,0.40100000000000002,0.51344430217669657,138,0.34413965087281795,2.2335961280236081,34.126631882725064,
402,0.40200000000000002,0.51472471190781055,138,0.34328358208955223,2.229882792171523,34.162259246909784,
403,0.40300000000000002,0.51600512163892442,138,0.34243176178660051,2.2292441375338754,34.182673180859659,
404,0.40400000000000003,0.51728553137003841,138,0.34158415841584161,2.2275256839929694,34.19155228018635,
405,0.40500000000000003,0.51856594110115239,138,0.34074074074074073,2.2226700300654691,34.212492233239459,
406,0.40600000000000003,0.51984635083226638,138,0.33990147783251229,2.2181113985900458,34.220307382441895,
407,0.40699999999999997,0.52112676056338025,139,0.34152334152334152,2.2281959681853172,34.220677616375092,
408,0.40799999999999997,0.52240717029449424,140,0.34313725490196079,2.2418333488828366,34.222054331188637,
409,0.40899999999999997,0.52368758002560822,140,0.34229828850855748,2.2379628614464835,34.229575539284085,
410,0.40999999999999998,0.5249679897567221,140,0.34146341463414637,2.2360739749276655,34.231110226460999,
411,0.41099999999999998,0.52624839948783608,140,0.34063260340632601,2.2329082352170104,34.242847267191166,
412,0.41199999999999998,0.52752880921895007,140,0.33980582524271846,2.2310932712983784,34.26187449335805,
413,0.41299999999999998,0.52880921895006405,140,0.33898305084745761,2.2257403085867566,34.270534364606569,
414,0.41399999999999998,0.53008962868117793,141,0.34057971014492755,2.2380711663133996,34.292233347255575,
415,0.41499999999999998,0.53137003841229191,142,0.34216867469879519,2.2411891200300262,34.296698615910941,
416,0.41599999999999998,0.5326504481434059,142,0.34134615384615385,2.2370866208299796,34.303681382307673,
417,0.41699999999999998,0.53393085787451988,143,0.34292565947242204,2.2383009870090138,34.332630877713733,
418,0.41799999999999998,0.53521126760563376,143,0.34210526315789475,2.2380704663216835,34.33958062916853,
419,0.41899999999999998,0.53649167733674774,143,0.3412887828162291,2.2349496158451938,34.360024396434305,
420,0.41999999999999998,0.53777208706786173,143,0.34047619047619049,2.2327319606141449,34.374632399393064,
421,0.42099999999999999,0.53905249679897571,143,0.33966745843230406,2.2294544315595379,34.396545485315883,
422,0.42199999999999999,0.54033290653008959,144,0.34123222748815168,2.2333477146373517,34.425705153915196,
423,0.42299999999999999,0.54161331626120357,144,0.34042553191489361,2.2329373655761966,34.428751754626553,
424,0.42399999999999999,0.54289372599231756,144,0.33962264150943394,2.2319319870232266,34.435006195558223,
425,0.42499999999999999,0.54417413572343154,144,0.33882352941176469,2.2280519997605355,34.435818199925649,
426,0.42599999999999999,0.54545454545454541,145,0.34037558685446012,2.2347308522295952,34.454563466452107,
427,0.42699999999999999,0.5467349551856594,146,0.34192037470725994,2.2389412095827166,34.479680999673064,
428,0.42799999999999999,0.54801536491677338,147,0.34345794392523366,2.2399020130013247,34.494122489552105,
429,0.42899999999999999,0.54929577464788737,147,0.34265734265734266,2.2374670125333451,34.569214806215868,
430,0.42999999999999999,0.55057618437900124,148,0.34418604651162793,2.2441530149275355,34.569540543466175,
431,0.43099999999999999,0.55185659411011523,148,0.3433874709976798,2.2418244493715322,34.570173078753236,
432,0.432,0.55313700384122921,148,0.34259259259259262,2.2372103564846837,34.597868627013064,
433,0.433,0.5544174135723432,148,0.34180138568129331,2.2344580525947628,34.64808996688059,
434,0.434,0.55569782330345707,148,0.34101382488479265,2.2327132079964072,34.651456143463491,
435,0.435,0.55697823303457106,148,0.34022988505747126,2.2309322803011025,34.671140098638837,
436,0.436,0.55825864276568504,148,0.33944954128440369,2.2292391622292618,34.705460170086589,
437,0.437,0.55953905249679903,148,0.33867276887871856,2.2285703187219457,34.709847456782789,
438,0.438,0.5608194622279129,149,0.34018264840182649,2.2312381025685695,34.726496396076136,
439,0.439,0.56209987195902689,149,0.33940774487471526,2.2265842419012851,34.736036038440709,
440,0.44,0.56338028169014087,149,0.33863636363636362,2.222899128970512,34.765025813670576,
441,0.441,0.56466069142125486,150,0.3401360544217687,2.242019506109997,34.776966157148593,
442,0.442,0.56594110115236873,150,0.33936651583710409,2.2374498997849712,34.781379339773018,
443,0.443,0.56722151088348272,150,0.33860045146726864,2.2349505295199026,34.79406610392234,
444,0.44400000000000001,0.5685019206145967,151,0.34009009009009011,2.2398415208513054,34.794536618259691,
445,0.44500000000000001,0.56978233034571057,151,0.33932584269662919,2.2358957926050711,34.811845135276478,
446,0.44600000000000001,0.57106274007682456,151,0.33856502242152464,2.234644150928248,34.831495420660289,
447,0.44700000000000001,0.57234314980793854,151,0.3378076062639821,2.2335287390551923,34.841744920534801,
448,0.44800000000000001,0.57362355953905253,151,0.33705357142857145,2.230358003973373,34.846433817459747,
449,0.44900000000000001,0.5749039692701664,152,0.33853006681514475,2.2350226274450331,34.857690659387266,
450,0.45000000000000001,0.57618437900128039,153,0.34000000000000002,2.23743402557698,34.879116628289331,
451,0.45100000000000001,0.57746478873239437,153,0.3392461197339246,2.2340048497992089,34.882780564831243,
452,0.45200000000000001,0.57874519846350836,154,0.34070796460176989,2.2369351603335055,34.947508165305898,
453,0.45300000000000001,0.58002560819462223,154,0.33995584988962474,2.2339164918415086,34.982019436760631,
454,0.45400000000000001,0.58130601792573622,154,0.33920704845814981,2.2308689826376309,35.010147423801605,
455,0.45500000000000002,0.5825864276568502,154,0.33846153846153848,2.2306206207993267,35.012917340156655,
456,0.45600000000000002,0.58386683738796419,154,0.33771929824561403,2.2268224580681468,35.014091935611319,
457,0.45700000000000002,0.58514724711907806,154,0.33698030634573306,2.2234519936106869,35.02059656942982,
458,0.45800000000000002,0.58642765685019205,154,0.33624454148471616,2.2231990761566109,35.053003992093402,
459,0.45900000000000002,0.58770806658130603,155,0.33769063180827885,2.2247724714623032,35.053739165497809,
460,0.46000000000000002,0.58898847631242002,155,0.33695652173913043,2.2202735235650239,35.095993996026998,
461,0.46100000000000002,0.59026888604353389,155,0.33622559652928419,2.2161093592910839,35.103396896387693,
462,0.46200000000000002,0.59154929577464788,155,0.33549783549783552,2.2139146699365364,35.103637398678764,
463,0.46300000000000002,0.59282970550576186,155,0.33477321814254862,2.2122965468825062,35.104891801548369,
464,0.46400000000000002,0.59411011523687585,155,0.33405172413793105,2.2118538906248193,35.119787546628736,
465,0.46500000000000002,0.59539052496798972,155,0.33333333333333331,2.2091500688273711,35.139775396753024,
466,0.46600000000000003,0.59667093469910371,155,0.33261802575107297,2.2068642474471991,35.14333217792079,
467,0.46700000000000003,0.59795134443021769,155,0.33190578158458245,2.2067493028900795,35.171036735413232,
468,0.46800000000000003,0.59923175416133168,155,0.33119658119658119,2.2023656378417389,35.177513783454394,
469,0.46899999999999997,0.60051216389244555,155,0.33049040511727079,2.2030793648673281,35.181343260836236,
470,0.46999999999999997,0.60179257362355953,155,0.32978723404255317,2.1996799586448659,35.247241984184974,
471,0.47099999999999997,0.60307298335467352,155,0.32908704883227174,2.1980810581991466,35.25118658901129,
472,0.47199999999999998,0.6043533930857875,155,0.32838983050847459,2.197271040718912,35.257164912057881,
473,0.47299999999999998,0.60563380281690138,155,0.32769556025369978,2.194982737556376,35.267348628575739,
474,0.47399999999999998,0.60691421254801536,156,0.32911392405063289,2.1953118810382297,35.276439632773261,
475,0.47499999999999998,0.60819462227912935,156,0.32842105263157895,2.1939201893843321,35.283192245775105,
476,0.47599999999999998,0.60947503201024322,156,0.32773109243697479,2.1921260801380553,35.298610416254199,
477,0.47699999999999998,0.61075544174135721,156,0.32704402515723269,2.1877087493549943,35.302480248751088,
478,0.47799999999999998,0.61203585147247119,156,0.32635983263598328,2.1859284284260716,35.302766976579825,
479,0.47899999999999998,0.61331626120358518,156,0.325678496868476,2.1827095600099384,35.318021187451976,
480,0.47999999999999998,0.61459667093469905,156,0.32500000000000001,2.1787329261434167,35.32620021715077,
481,0.48099999999999998,0.61587708066581304,156,0.32432432432432434,2.1767169613559925,35.333194527772498,
482,0.48199999999999998,0.61715749039692702,157,0.32572614107883818,2.1824918605046819,35.364356188323704,
483,0.48299999999999998,0.61843790012804101,158,0.32712215320910976,2.181150309624841,35.36827566286663,
484,0.48399999999999999,0.61971830985915488,158,0.32644628099173556,2.1814816631540954,35.371136771490335,
485,0.48499999999999999,0.62099871959026887,158,0.32577319587628867,2.1773689563527987,35.396134705261339,
486,0.48599999999999999,0.62227912932138285,159,0.3271604938271605,2.1776844242758644,35.402339576242348,
487,0.48699999999999999,0.62355953905249684,159,0.32648870636550309,2.174202456749565,35.404588482922968,
488,0.48799999999999999,0.62483994878361071,159,0.32581967213114754,2.1736293970804583,35.406840268096396,
489,0.48899999999999999,0.6261203585147247,159,0.32515337423312884,2.1719846486466805,35.407502258578752,
490,0.48999999999999999,0.62740076824583868,159,0.32448979591836735,2.1726894616281371,35.407926730782187,
491,0.49099999999999999,0.62868117797695267,159,0.32382892057026474,2.168666003123481,35.420766391977345,
492,0.49199999999999999,0.62996158770806654,159,0.32317073170731708,2.1680393109374725,35.429507196856882,
493,0.49299999999999999,0.63124199743918052,159,0.3225152129817444,2.166571992614124,35.430804944015115,
494,0.49399999999999999,0.63252240717029451,159,0.32186234817813764,2.164244169792735,35.438270541867546,
495,0.495,0.63380281690140849,160,0.32323232323232326,2.1669749554754372,35.442485962026332,
496,0.496,0.63508322663252237,160,0.32258064516129031,2.1630676983793444,35.462029684440942,
497,0.497,0.63636363636363635,161,0.323943661971831,2.1622040942212282,35.502282059415542,
498,0.498,0.63764404609475034,162,0.3253012048192771,2.1613917818599484,35.509077000194594,
499,0.499,0.63892445582586432,162,0.32464929859719438,2.1585632187126871,35.529970466079398,
500,0.5,0.6402048655569782,162,0.32400000000000001,2.1563494850241165,35.539370394105909,0.5
501,0.501,0.64148527528809218,162,0.32335329341317365,2.1566131573749576,35.543036837204262,
502,0.502,0.64276568501920617,162,0.32270916334661354,2.1535696734535503,35.564876903124862,
503,0.503,0.64404609475032015,162,0.32206759443339961,2.151932589268521,35.608602841173642,
504,0.504,0.64532650448143403,162,0.32142857142857145,2.1502336843849768,35.632845400421736,
505,0.505,0.64660691421254801,162,0.3207920792079208,2.1468282763972706,35.642708477614462,
506,0.50600000000000001,0.647887323943662,163,0.32213438735177868,2.1477009830992237,35.660585074372129,
507,0.50700000000000001,0.64916773367477598,164,0.3234714003944773,2.1563085128472474,35.674926159633323,
508,0.50800000000000001,0.65044814340588986,164,0.32283464566929132,2.1575662384141507,35.6760760063598,
509,0.50900000000000001,0.65172855313700384,164,0.32220039292730845,2.1556069511667157,35.679200332554977,
510,0.51000000000000001,0.65300896286811783,164,0.32156862745098042,2.1543605256392495,35.682211580827861,
511,0.51100000000000001,0.6542893725992317,164,0.32093933463796476,2.154379860817826,35.682276003250443,
512,0.51200000000000001,0.65556978233034569,164,0.3203125,2.1503531712071506,35.683725394285467,
513,0.51300000000000001,0.65685019206145967,164,0.31968810916179335,2.1466938653194645,35.687340676585357,
514,0.51400000000000001,0.65813060179257366,164,0.31906614785992216,2.146607299532961,35.739088774036311,
515,0.51500000000000001,0.65941101152368753,165,0.32038834951456313,2.1489176548943592,35.779506361290522,
516,0.51600000000000001,0.66069142125480151,166,0.32170542635658916,2.1560868866417664,35.796631504181441,
517,0.51700000000000002,0.6619718309859155,167,0.32301740812379109,2.1687906239993544,35.814909021891502,
518,0.51800000000000002,0.66325224071702948,167,0.32239382239382242,2.168255801885441,35.815416818589092,
519,0.51900000000000002,0.66453265044814336,168,0.32369942196531792,2.173557072177386,35.835320170189313,
520,0.52000000000000002,0.66581306017925734,168,0.32307692307692309,2.1704878729744705,35.869695948363294,
521,0.52100000000000002,0.66709346991037133,169,0.32437619961612285,2.1741569257347821,35.90615855237052,
522,0.52200000000000002,0.66837387964148531,169,0.32375478927203066,2.1741999401790797,35.947393184846199,
523,0.52300000000000002,0.66965428937259919,169,0.32313575525812621,2.1715381684901893,35.974562572576396,
524,0.52400000000000002,0.67093469910371317,169,0.32251908396946566,2.1690346623408066,36.089577916520177,
525,0.52500000000000002,0.67221510883482716,169,0.32190476190476192,2.1673255185456783,36.12427843019308,
526,0.52600000000000002,0.67349551856594114,170,0.32319391634980987,2.1727695373381155,36.13690883106127,
527,0.52700000000000002,0.67477592829705502,171,0.32447817836812143,2.1772595776205792,36.145142948317776,
528,0.52800000000000002,0.676056338028169,171,0.32386363636363635,2.1738710424703842,36.145243450820239,
529,0.52900000000000003,0.67733674775928299,171,0.32325141776937616,2.1738648696981762,36.205522229385117,
530,0.53000000000000003,0.67861715749039697,171,0.32264150943396225,2.1703944438908032,36.20662066131495,
531,0.53100000000000003,0.67989756722151085,171,0.32203389830508472,2.1687666995284411,36.214399780754285,
532,0.53200000000000003,0.68117797695262483,171,0.32142857142857145,2.1652927555926493,36.259765141552471,
533,0.53300000000000003,0.68245838668373882,171,0.32082551594746717,2.1632263846397102,36.265415681034689,
534,0.53400000000000003,0.6837387964148528,171,0.3202247191011236,2.1620285113755466,36.316889557803755,
535,0.53500000000000003,0.68501920614596667,171,0.31962616822429907,2.1612693890524608,36.334556744577306,
536,0.53600000000000003,0.68629961587708066,172,0.32089552238805968,2.1625946217006708,36.354446511864772,
537,0.53700000000000003,0.68758002560819464,173,0.32216014897579143,2.1684645314113515,36.403254362864864,
538,0.53800000000000003,0.68886043533930863,174,0.32342007434944237,2.1704848014645233,36.415505170748155,
539,0.53900000000000003,0.6901408450704225,174,0.32282003710575141,2.1681029615824596,36.544935581669513,
540,0.54000000000000004,0.69142125480153649,174,0.32222222222222224,2.1674241119414388,36.547195713482857,
541,0.54100000000000004,0.69270166453265047,174,0.32162661737523107,2.1663928013240179,36.547522948836182,
542,0.54200000000000004,0.69398207426376446,174,0.3210332103321033,2.1635052710081397,36.549131639107365,
543,0.54300000000000004,0.69526248399487833,174,0.32044198895027626,2.1617486028341037,36.592240257930079,
544,0.54400000000000004,0.69654289372599232,174,0.31985294117647056,2.1579820806020544,36.59311679166084,
545,0.54500000000000004,0.6978233034571063,174,0.31926605504587158,2.1549300897571584,36.598067718207481,
546,0.54600000000000004,0.69910371318822018,175,0.32051282051282054,2.1552093536869155,36.59944602303829,
547,0.54700000000000004,0.70038412291933416,176,0.3217550274223035,2.1613069390165718,36.605822114185436,
548,0.54800000000000004,0.70166453265044815,176,0.32116788321167883,2.1574662322169633,36.66157587294726,
549,0.54900000000000004,0.70294494238156213,177,0.32240437158469948,2.160247438244399,36.694969463144098,
550,0.55000000000000004,0.70422535211267601,178,0.32363636363636361,2.1629236912368039,36.69639035026659,
551,0.55100000000000005,0.70550576184378999,179,0.32486388384754988,2.1676515540062726,36.73981436671793,
552,0.55200000000000005,0.70678617157490398,180,0.32608695652173914,2.173683452810542,36.741226414052768,
553,0.55300000000000005,0.70806658130601796,180,0.32549728752260398,2.1719637904312332,36.758545742218097,
554,0.55400000000000005,0.70934699103713184,181,0.3267148014440433,2.1728139818119172,36.770587129958336,
555,0.55500000000000005,0.71062740076824582,182,0.32792792792792791,2.1777886650773919,36.781993847401999,
556,0.55600000000000005,0.71190781049935981,182,0.3273381294964029,2.1777231541651925,36.861111480660604,
557,0.55700000000000005,0.71318822023047379,183,0.32854578096947934,2.1800680239413524,36.886273484446669,
558,0.55800000000000005,0.71446862996158766,184,0.32974910394265233,2.1818609484017122,36.891272020953743,
559,0.55900000000000005,0.71574903969270165,184,0.3291592128801431,2.1809504460856619,36.957523827188702,
560,0.56000000000000005,0.71702944942381563,184,0.32857142857142857,2.1793553248968838,37.009834444859884,
561,0.56100000000000005,0.71830985915492962,185,0.32976827094474154,2.1814310985358136,37.016165064809165,
562,0.56200000000000006,0.71959026888604349,185,0.3291814946619217,2.1804568642846842,37.016720861911729,
563,0.56299999999999994,0.72087067861715748,185,0.32859680284191828,2.1800108125064792,37.030449475115269,
564,0.56399999999999995,0.72215108834827146,186,0.32978723404255317,2.1822440337358211,37.042975630158828,
565,0.56499999999999995,0.72343149807938545,186,0.32920353982300887,2.1792410800704825,37.070108446705056,
566,0.56599999999999995,0.72471190781049932,186,0.32862190812720848,2.1774368215819715,37.135713427851407,
567,0.56699999999999995,0.72599231754161331,186,0.32804232804232802,2.1755045915702218,37.140174812937438,
568,0.56799999999999995,0.72727272727272729,187,0.32922535211267606,2.1781919538744625,37.15875567420175,
569,0.56899999999999995,0.72855313700384128,187,0.32864674868189808,2.1769175392327162,37.161623057985118,
570,0.56999999999999995,0.72983354673495515,187,0.32807017543859651,2.1770978579335387,37.22525805327836,
571,0.57099999999999995,0.73111395646606914,187,0.32749562171628721,2.1739223202055489,37.225936054138238,
572,0.57199999999999995,0.73239436619718312,187,0.32692307692307693,2.1703554411003876,37.226441218001476,
573,0.57299999999999995,0.73367477592829711,187,0.32635253054101221,2.1688938639248896,37.237659676167276,
574,0.57399999999999995,0.73495518565941098,187,0.32578397212543553,2.1690557375727328,37.280734973938785,
575,0.57499999999999996,0.73623559539052497,188,0.32695652173913042,2.1736580397306118,37.305288816678178,
576,0.57599999999999996,0.73751600512163895,188,0.3263888888888889,2.1708359648869822,37.338122252744263,
577,0.57699999999999996,0.73879641485275294,188,0.32582322357019067,2.1712064600472849,37.345326287939933,
578,0.57799999999999996,0.74007682458386681,188,0.32525951557093424,2.1699915106142527,37.353551745290709,
579,0.57899999999999996,0.7413572343149808,189,0.32642487046632124,2.1725032298646774,37.400454926792072,
580,0.57999999999999996,0.74263764404609478,189,0.32586206896551723,2.1732243448167092,37.431554784873761,
581,0.58099999999999996,0.74391805377720865,190,0.32702237521514632,2.1913629490744593,37.455374431867845,
