ranking_index,status,issued_count,catastrophic_count,catastrophic_rate
1983,defined,500,215,0.42999999999999999
1984,defined,500,220,0.44
1985,defined,500,215,0.42999999999999999
1986,defined,500,194,0.38800000000000001
1987,defined,500,210,0.41999999999999998
1988,defined,500,201,0.40200000000000002
1989,defined,500,206,0.41199999999999998
1990,defined,500,202,0.40400000000000003
1991,defined,500,202,0.40400000000000003
1992,defined,500,202,0.40400000000000003
1993,defined,500,202,0.40400000000000003
1994,defined,500,193,0.38600000000000001
1995,defined,500,212,0.42399999999999999
1996,defined,500,200,0.40000000000000002
1997,defined,500,193,0.38600000000000001
1998,defined,500,216,0.432
1999,defined,500,201,0.40200000000000002
2000,defined,500,202,0.40400000000000003
2001,defined,500,211,0.42199999999999999
2002,defined,500,209,0.41799999999999998
2003,defined,500,211,0.42199999999999999
2004,defined,500,190,0.38
2005,defined,500,204,0.40799999999999997
2006,defined,500,217,0.434
2007,defined,500,195,0.39000000000000001
2008,defined,500,205,0.40999999999999998
2009,defined,500,212,0.42399999999999999
2010,defined,500,196,0.39200000000000002
2011,defined,500,199,0.39800000000000002
2012,defined,500,196,0.39200000000000002
2013,defined,500,212,0.42399999999999999
2014,defined,500,210,0.41999999999999998
2015,defined,500,207,0.41399999999999998
2016,defined,500,203,0.40600000000000003
2017,defined,500,218,0.436
2018,defined,500,211,0.42199999999999999
2019,defined,500,214,0.42799999999999999
2020,defined,500,213,0.42599999999999999
2021,defined,500,208,0.41599999999999998
2022,defined,500,213,0.42599999999999999
2023,defined,500,212,0.42399999999999999
2024,defined,500,214,0.42799999999999999
2025,defined,500,199,0.39800000000000002
2026,defined,500,188,0.376
2027,defined,500,199,0.39800000000000002
2028,defined,500,221,0.442
2029,defined,500,191,0.38200000000000001
2030,defined,500,206,0.41199999999999998
2031,defined,500,209,0.41799999999999998
2032,defined,500,211,0.42199999999999999
2033,defined,500,210,0.41999999999999998
2034,defined,500,218,0.436
2035,defined,500,203,0.40600000000000003
2036,defined,500,208,0.41599999999999998
2037,defined,500,203,0.40600000000000003
2038,defined,500,211,0.42199999999999999
2039,defined,500,203,0.40600000000000003
2040,defined,500,207,0.41399999999999998
2041,defined,500,215,0.42999999999999999
2042,defined,500,211,0.42199999999999999
2043,defined,500,215,0.42999999999999999
2044,defined,500,205,0.40999999999999998
2045,defined,500,219,0.438
2046,defined,500,203,0.40600000000000003
2047,defined,500,208,0.41599999999999998
2048,defined,500,221,0.442
2049,defined,500,204,0.40799999999999997
2050,defined,500,219,0.438
2051,defined,500,195,0.39000000000000001
2052,defined,500,206,0.41199999999999998
2053,defined,500,213,0.42599999999999999
2054,defined,500,213,0.42599999999999999
2055,defined,500,206,0.41199999999999998
2056,defined,500,204,0.40799999999999997
2057,defined,500,199,0.39800000000000002
2058,defined,500,212,0.42399999999999999
2059,defined,500,202,0.40400000000000003
2060,defined,500,208,0.41599999999999998
2061,defined,500,199,0.39800000000000002
2062,defined,500,210,0.41999999999999998
2063,defined,500,214,0.42799999999999999
2064,defined,500,215,0.42999999999999999
2065,defined,500,203,0.40600000000000003
2066,defined,500,200,0.40000000000000002
2067,defined,500,207,0.41399999999999998
2068,defined,500,209,0.41799999999999998
2069,defined,500,212,0.42399999999999999
2070,defined,500,206,0.41199999999999998
2071,defined,500,202,0.40400000000000003
2072,defined,500,212,0.42399999999999999
2073,defined,500,209,0.41799999999999998
2074,defined,500,208,0.41599999999999998
2075,defined,500,217,0.434
2076,defined,500,196,0.39200000000000002
2077,defined,500,213,0.42599999999999999
2078,defined,500,208,0.41599999999999998
2079,defined,500,205,0.40999999999999998
2080,defined,500,205,0.40999999999999998
2081,defined,500,214,0.42799999999999999
2082,defined,500,205,0.40999999999999998
2083,defined,500,194,0.38800000000000001
2084,defined,500,203,0.40600000000000003
2085,defined,500,209,0.41799999999999998
2086,defined,500,210,0.41999999999999998
2087,defined,500,205,0.40999999999999998
2088,defined,500,211,0.42199999999999999
2089,defined,500,207,0.41399999999999998
2090,defined,500,205,0.40999999999999998
2091,defined,500,207,0.41399999999999998
2092,defined,500,203,0.40600000000000003
2093,defined,500,214,0.42799999999999999
2094,defined,500,208,0.41599999999999998
2095,defined,500,215,0.42999999999999999
2096,defined,500,209,0.41799999999999998
2097,defined,500,191,0.38200000000000001
2098,defined,500,213,0.42599999999999999
2099,defined,500,207,0.41399999999999998
2100,defined,500,204,0.40799999999999997
2101,defined,500,209,0.41799999999999998
2102,defined,500,192,0.38400000000000001
2103,defined,500,208,0.41599999999999998
2104,defined,500,208,0.41599999999999998
2105,defined,500,196,0.39200000000000002
2106,defined,500,206,0.41199999999999998
2107,defined,500,212,0.42399999999999999
2108,defined,500,207,0.41399999999999998
2109,defined,500,193,0.38600000000000001
2110,defined,500,209,0.41799999999999998
2111,defined,500,207,0.41399999999999998
2112,defined,500,210,0.41999999999999998
2113,defined,500,203,0.40600000000000003
2114,defined,500,223,0.44600000000000001
2115,defined,500,200,0.40000000000000002
2116,defined,500,206,0.41199999999999998
2117,defined,500,211,0.42199999999999999
2118,defined,500,203,0.40600000000000003
2119,defined,500,206,0.41199999999999998
2120,defined,500,205,0.40999999999999998
2121,defined,500,202,0.40400000000000003
2122,defined,500,213,0.42599999999999999
2123,defined,500,211,0.42199999999999999
2124,defined,500,209,0.41799999999999998
2125,defined,500,205,0.40999999999999998
2126,defined,500,199,0.39800000000000002
2127,defined,500,190,0.38
2128,defined,500,203,0.40600000000000003
2129,defined,500,213,0.42599999999999999
2130,defined,500,198,0.39600000000000002
2131,defined,500,205,0.40999999999999998
2132,defined,500,209,0.41799999999999998
2133,defined,500,194,0.38800000000000001
2134,defined,500,202,0.40400000000000003
2135,defined,500,200,0.40000000000000002
2136,defined,500,193,0.38600000000000001
2137,defined,500,207,0.41399999999999998
2138,defined,500,211,0.42199999999999999
2139,defined,500,207,0.41399999999999998
2140,defined,500,200,0.40000000000000002
2141,defined,500,202,0.40400000000000003
2142,defined,500,203,0.40600000000000003
2143,defined,500,197,0.39400000000000002
2144,defined,500,208,0.41599999999999998
2145,defined,500,195,0.39000000000000001
2146,defined,500,198,0.39600000000000002
2147,defined,500,215,0.42999999999999999
2148,defined,500,201,0.40200000000000002
2149,defined,500,212,0.42399999999999999
2150,defined,500,202,0.40400000000000003
2151,defined,500,215,0.42999999999999999
2152,defined,500,211,0.42199999999999999
2153,defined,500,212,0.42399999999999999
2154,defined,500,207,0.41399999999999998
2155,defined,500,204,0.40799999999999997
2156,defined,500,207,0.41399999999999998
2157,defined,500,210,0.41999999999999998
2158,defined,500,205,0.40999999999999998
2159,defined,500,205,0.40999999999999998
2160,defined,500,213,0.42599999999999999
2161,defined,500,196,0.39200000000000002
2162,defined,500,210,0.41999999999999998
2163,defined,500,209,0.41799999999999998
2164,defined,500,203,0.40600000000000003
2165,defined,500,210,0.41999999999999998
2166,defined,500,199,0.39800000000000002
2167,defined,500,203,0.40600000000000003
2168,defined,500,206,0.41199999999999998
2169,defined,500,212,0.42399999999999999
2170,defined,500,200,0.40000000000000002
2171,defined,500,202,0.40400000000000003
2172,defined,500,199,0.39800000000000002
2173,defined,500,206,0.41199999999999998
2174,defined,500,218,0.436
2175,defined,500,198,0.39600000000000002
2176,defined,500,212,0.42399999999999999
2177,defined,500,204,0.40799999999999997
2178,defined,500,209,0.41799999999999998
2179,defined,500,202,0.40400000000000003
2180,defined,500,204,0.40799999999999997
2181,defined,500,219,0.438
2182,defined,500,206,0.41199999999999998
2183,defined,500,206,0.41199999999999998
2184,defined,500,206,0.41199999999999998
2185,defined,500,212,0.42399999999999999
2186,defined,500,207,0.41399999999999998
2187,defined,500,201,0.40200000000000002
2188,defined,500,209,0.41799999999999998
2189,defined,500,217,0.434
2190,defined,500,197,0.39400000000000002
2191,defined,500,203,0.40600000000000003
2192,defined,500,213,0.42599999999999999
2193,defined,500,215,0.42999999999999999
2194,defined,500,205,0.40999999999999998
2195,defined,500,204,0.40799999999999997
2196,defined,500,204,0.40799999999999997
2197,defined,500,215,0.42999999999999999
2198,defined,500,218,0.436
2199,defined,500,204,0.40799999999999997
2200,defined,500,205,0.40999999999999998
2201,defined,500,205,0.40999999999999998
2202,defined,500,196,0.39200000000000002
2203,defined,500,208,0.41599999999999998
2204,defined,500,211,0.42199999999999999
2205,defined,500,199,0.39800000000000002
2206,defined,500,212,0.42399999999999999
2207,defined,500,210,0.41999999999999998
2208,defined,500,198,0.39600000000000002
2209,defined,500,202,0.40400000000000003
2210,defined,500,205,0.40999999999999998
2211,defined,500,212,0.42399999999999999
2212,defined,500,210,0.41999999999999998
2213,defined,500,204,0.40799999999999997
2214,defined,500,204,0.40799999999999997
2215,defined,500,212,0.42399999999999999
2216,defined,500,209,0.41799999999999998
2217,defined,500,209,0.41799999999999998
2218,defined,500,210,0.41999999999999998
2219,defined,500,197,0.39400000000000002
2220,defined,500,212,0.42399999999999999
2221,defined,500,203,0.40600000000000003
2222,defined,500,210,0.41999999999999998
2223,defined,500,207,0.41399999999999998
2224,defined,500,204,0.40799999999999997
2225,defined,500,205,0.40999999999999998
2226,defined,500,203,0.40600000000000003
2227,defined,500,201,0.40200000000000002
2228,defined,500,211,0.42199999999999999
2229,defined,500,201,0.40200000000000002
2230,defined,500,214,0.42799999999999999
2231,defined,500,200,0.40000000000000002
2232,defined,500,211,0.42199999999999999
2233,defined,500,198,0.39600000000000002
2234,defined,500,191,0.38200000000000001
2235,defined,500,206,0.41199999999999998
2236,defined,500,200,0.40000000000000002
2237,defined,500,202,0.40400000000000003
2238,defined,500,196,0.39200000000000002
2239,defined,500,192,0.38400000000000001
2240,defined,500,213,0.42599999999999999
2241,defined,500,205,0.40999999999999998
2242,defined,500,209,0.41799999999999998
2243,defined,500,198,0.39600000000000002
2244,defined,500,204,0.40799999999999997
2245,defined,500,202,0.40400000000000003
2246,defined,500,194,0.38800000000000001
2247,defined,500,219,0.438
2248,defined,500,203,0.40600000000000003
2249,defined,500,204,0.40799999999999997
2250,defined,500,202,0.40400000000000003
2251,defined,500,202,0.40400000000000003
2252,defined,500,217,0.434
2253,defined,500,206,0.41199999999999998
2254,defined,500,211,0.42199999999999999
2255,defined,500,206,0.41199999999999998
2256,defined,500,213,0.42599999999999999
2257,defined,500,207,0.41399999999999998
2258,defined,500,211,0.42199999999999999
2259,defined,500,209,0.41799999999999998
2260,defined,500,203,0.40600000000000003
2261,defined,500,209,0.41799999999999998
2262,defined,500,207,0.41399999999999998
2263,defined,500,205,0.40999999999999998
2264,defined,500,200,0.40000000000000002
2265,defined,500,214,0.42799999999999999
2266,defined,500,199,0.39800000000000002
2267,defined,500,206,0.41199999999999998
2268,defined,500,211,0.42199999999999999
2269,defined,500,209,0.41799999999999998
2270,defined,500,206,0.41199999999999998
2271,defined,500,202,0.40400000000000003
2272,defined,500,192,0.38400000000000001
2273,defined,500,202,0.40400000000000003
2274,defined,500,208,0.41599999999999998
2275,defined,500,211,0.42199999999999999
2276,defined,500,205,0.40999999999999998
2277,defined,500,214,0.42799999999999999
2278,defined,500,204,0.40799999999999997
2279,defined,500,203,0.40600000000000003
2280,defined,500,209,0.41799999999999998
2281,defined,500,200,0.40000000000000002
2282,defined,500,209,0.41799999999999998
2283,defined,500,205,0.40999999999999998
2284,defined,500,208,0.41599999999999998
2285,defined,500,211,0.42199999999999999
2286,defined,500,202,0.40400000000000003
2287,defined,500,211,0.42199999999999999
2288,defined,500,199,0.39800000000000002
2289,defined,500,207,0.41399999999999998
2290,defined,500,202,0.40400000000000003
2291,defined,500,200,0.40000000000000002
2292,defined,500,204,0.40799999999999997
2293,defined,500,206,0.41199999999999998
2294,defined,500,192,0.38400000000000001
2295,defined,500,195,0.39000000000000001
2296,defined,500,207,0.41399999999999998
2297,defined,500,204,0.40799999999999997
2298,defined,500,206,0.41199999999999998
2299,defined,500,211,0.42199999999999999
2300,defined,500,199,0.39800000000000002
2301,defined,500,198,0.39600000000000002
2302,defined,500,209,0.41799999999999998
2303,defined,500,203,0.40600000000000003
2304,defined,500,207,0.41399999999999998
2305,defined,500,219,0.438
2306,defined,500,207,0.41399999999999998
2307,defined,500,203,0.40600000000000003
2308,defined,500,198,0.39600000000000002
2309,defined,500,210,0.41999999999999998
2310,defined,500,200,0.40000000000000002
2311,defined,500,201,0.40200000000000002
2312,defined,500,194,0.38800000000000001
2313,defined,500,201,0.40200000000000002
2314,defined,500,205,0.40999999999999998
2315,defined,500,198,0.39600000000000002
2316,defined,500,202,0.40400000000000003
2317,defined,500,202,0.40400000000000003
2318,defined,500,206,0.41199999999999998
2319,defined,500,202,0.40400000000000003
2320,defined,500,191,0.38200000000000001
2321,defined,500,214,0.42799999999999999
2322,defined,500,196,0.39200000000000002
2323,defined,500,206,0.41199999999999998
2324,defined,500,195,0.39000000000000001
2325,defined,500,200,0.40000000000000002
2326,defined,500,212,0.42399999999999999
2327,defined,500,216,0.432
2328,defined,500,207,0.41399999999999998
2329,defined,500,208,0.41599999999999998
2330,defined,500,201,0.40200000000000002
2331,defined,500,212,0.42399999999999999
2332,defined,500,200,0.40000000000000002
2333,defined,500,208,0.41599999999999998
2334,defined,500,205,0.40999999999999998
2335,defined,500,207,0.41399999999999998
2336,defined,500,211,0.42199999999999999
2337,defined,500,205,0.40999999999999998
2338,defined,500,202,0.40400000000000003
2339,defined,500,203,0.40600000000000003
2340,defined,500,212,0.42399999999999999
2341,defined,500,210,0.41999999999999998
2342,defined,500,206,0.41199999999999998
2343,defined,500,205,0.40999999999999998
2344,defined,500,210,0.41999999999999998
2345,defined,500,205,0.40999999999999998
2346,defined,500,205,0.40999999999999998
2347,defined,500,205,0.40999999999999998
2348,defined,500,190,0.38
2349,defined,500,197,0.39400000000000002
2350,defined,500,209,0.41799999999999998
2351,defined,500,203,0.40600000000000003
2352,defined,500,201,0.40200000000000002
2353,defined,500,215,0.42999999999999999
2354,defined,500,221,0.442
2355,defined,500,205,0.40999999999999998
2356,defined,500,210,0.41999999999999998
2357,defined,500,207,0.41399999999999998
2358,defined,500,214,0.42799999999999999
2359,defined,500,211,0.42199999999999999
2360,defined,500,218,0.436
2361,defined,500,199,0.39800000000000002
2362,defined,500,202,0.40400000000000003
2363,defined,500,209,0.41799999999999998
2364,defined,500,227,0.45400000000000001
2365,defined,500,219,0.438
2366,defined,500,200,0.40000000000000002
2367,defined,500,212,0.42399999999999999
2368,defined,500,203,0.40600000000000003
2369,defined,500,212,0.42399999999999999
2370,defined,500,207,0.41399999999999998
2371,defined,500,216,0.432
2372,defined,500,209,0.41799999999999998
2373,defined,500,217,0.434
2374,defined,500,209,0.41799999999999998
2375,defined,500,208,0.41599999999999998
2376,defined,500,215,0.42999999999999999
2377,defined,500,215,0.42999999999999999
2378,defined,500,205,0.40999999999999998
2379,defined,500,206,0.41199999999999998
2380,defined,500,199,0.39800000000000002
2381,defined,500,213,0.42599999999999999
2382,defined,500,202,0.40400000000000003
2383,defined,500,217,0.434
2384,defined,500,213,0.42599999999999999
2385,defined,500,204,0.40799999999999997
2386,defined,500,206,0.41199999999999998
2387,defined,500,196,0.39200000000000002
2388,defined,500,221,0.442
2389,defined,500,196,0.39200000000000002
2390,defined,500,193,0.38600000000000001
2391,defined,500,209,0.41799999999999998
2392,defined,500,216,0.432
2393,defined,500,216,0.432
2394,defined,500,208,0.41599999999999998
2395,defined,500,201,0.40200000000000002
2396,defined,500,206,0.41199999999999998
2397,defined,500,207,0.41399999999999998
2398,defined,500,207,0.41399999999999998
2399,defined,500,221,0.442
2400,defined,500,209,0.41799999999999998
2401,defined,500,203,0.40600000000000003
2402,defined,500,198,0.39600000000000002
2403,defined,500,209,0.41799999999999998
2404,defined,500,194,0.38800000000000001
2405,defined,500,214,0.42799999999999999
2406,defined,500,201,0.40200000000000002
2407,defined,500,216,0.432
2408,defined,500,203,0.40600000000000003
2409,defined,500,213,0.42599999999999999
2410,defined,500,208,0.41599999999999998
2411,defined,500,195,0.39000000000000001
2412,defined,500,206,0.41199999999999998
2413,defined,500,201,0.40200000000000002
2414,defined,500,204,0.40799999999999997
2415,defined,500,211,0.42199999999999999
2416,defined,500,212,0.42399999999999999
2417,defined,500,209,0.41799999999999998
2418,defined,500,217,0.434
2419,defined,500,217,0.434
2420,defined,500,201,0.40200000000000002
2421,defined,500,210,0.41999999999999998
2422,defined,500,194,0.38800000000000001
2423,defined,500,193,0.38600000000000001
2424,defined,500,210,0.41999999999999998
2425,defined,500,209,0.41799999999999998
2426,defined,500,217,0.434
2427,defined,500,204,0.40799999999999997
2428,defined,500,209,0.41799999999999998
2429,defined,500,202,0.40400000000000003
2430,defined,500,204,0.40799999999999997
2431,defined,500,197,0.39400000000000002
2432,defined,500,205,0.40999999999999998
2433,defined,500,204,0.40799999999999997
2434,defined,500,204,0.40799999999999997
2435,defined,500,211,0.42199999999999999
2436,defined,500,211,0.42199999999999999
2437,defined,500,207,0.41399999999999998
2438,defined,500,200,0.40000000000000002
2439,defined,500,202,0.40400000000000003
2440,defined,500,210,0.41999999999999998
2441,defined,500,199,0.39800000000000002
2442,defined,500,199,0.39800000000000002
2443,defined,500,202,0.40400000000000003
2444,defined,500,205,0.40999999999999998
2445,defined,500,210,0.41999999999999998
2446,defined,500,218,0.436
2447,defined,500,205,0.40999999999999998
2448,defined,500,204,0.40799999999999997
2449,defined,500,204,0.40799999999999997
2450,defined,500,207,0.41399999999999998
2451,defined,500,199,0.39800000000000002
2452,defined,500,221,0.442
2453,defined,500,212,0.42399999999999999
2454,defined,500,198,0.39600000000000002
2455,defined,500,210,0.41999999999999998
2456,defined,500,215,0.42999999999999999
2457,defined,500,195,0.39000000000000001
2458,defined,500,207,0.41399999999999998
2459,defined,500,203,0.40600000000000003
2460,defined,500,207,0.41399999999999998
2461,defined,500,213,0.42599999999999999
2462,defined,500,205,0.40999999999999998
2463,defined,500,213,0.42599999999999999
2464,defined,500,214,0.42799999999999999
2465,defined,500,195,0.39000000000000001
2466,defined,500,205,0.40999999999999998
2467,defined,500,205,0.40999999999999998
2468,defined,500,221,0.442
2469,defined,500,214,0.42799999999999999
2470,defined,500,222,0.44400000000000001
2471,defined,500,217,0.434
2472,defined,500,209,0.41799999999999998
2473,defined,500,206,0.41199999999999998
2474,defined,500,202,0.40400000000000003
2475,defined,500,198,0.39600000000000002
2476,defined,500,214,0.42799999999999999
2477,defined,500,208,0.41599999999999998
2478,defined,500,215,0.42999999999999999
2479,defined,500,204,0.40799999999999997
2480,defined,500,196,0.39200000000000002
2481,defined,500,192,0.38400000000000001
2482,defined,500,209,0.41799999999999998
2483,defined,500,211,0.42199999999999999
2484,defined,500,219,0.438
2485,defined,500,212,0.42399999999999999
2486,defined,500,208,0.41599999999999998
2487,defined,500,202,0.40400000000000003
2488,defined,500,210,0.41999999999999998
2489,defined,500,202,0.40400000000000003
2490,defined,500,209,0.41799999999999998
2491,defined,500,212,0.42399999999999999
2492,defined,500,211,0.42199999999999999
2493,defined,500,199,0.39800000000000002
2494,defined,500,205,0.40999999999999998
2495,defined,500,211,0.42199999999999999
2496,defined,500,203,0.40600000000000003
2497,defined,500,212,0.42399999999999999
2498,defined,500,211,0.42199999999999999
2499,defined,500,216,0.432
2500,defined,500,204,0.40799999999999997
2501,defined,500,212,0.42399999999999999
2502,defined,500,212,0.42399999999999999
2503,defined,500,209,0.41799999999999998
2504,defined,500,212,0.42399999999999999
2505,defined,500,202,0.40400000000000003
2506,defined,500,199,0.39800000000000002
2507,defined,500,204,0.40799999999999997
2508,defined,500,215,0.42999999999999999
2509,defined,500,214,0.42799999999999999
2510,defined,500,214,0.42799999999999999
2511,defined,500,194,0.38800000000000001
2512,defined,500,209,0.41799999999999998
2513,defined,500,206,0.41199999999999998
2514,defined,500,214,0.42799999999999999
2515,defined,500,221,0.442
2516,defined,500,215,0.42999999999999999
2517,defined,500,217,0.434
2518,defined,500,215,0.42999999999999999
2519,defined,500,200,0.40000000000000002
2520,defined,500,214,0.42799999999999999
2521,defined,500,229,0.45800000000000002
2522,defined,500,212,0.42399999999999999
2523,defined,500,217,0.434
2524,defined,500,215,0.42999999999999999
2525,defined,500,204,0.40799999999999997
2526,defined,500,205,0.40999999999999998
2527,defined,500,207,0.41399999999999998
2528,defined,500,210,0.41999999999999998
2529,defined,500,220,0.44
2530,defined,500,209,0.41799999999999998
2531,defined,500,204,0.40799999999999997
2532,defined,500,217,0.434
2533,defined,500,209,0.41799999999999998
2534,defined,500,207,0.41399999999999998
2535,defined,500,210,0.41999999999999998
2536,defined,500,213,0.42599999999999999
2537,defined,500,198,0.39600000000000002
2538,defined,500,207,0.41399999999999998
2539,defined,500,206,0.41199999999999998
2540,defined,500,202,0.40400000000000003
2541,defined,500,199,0.39800000000000002
2542,defined,500,198,0.39600000000000002
2543,defined,500,193,0.38600000000000001
2544,defined,500,198,0.39600000000000002
2545,defined,500,207,0.41399999999999998
2546,defined,500,202,0.40400000000000003
2547,defined,500,220,0.44
2548,defined,500,214,0.42799999999999999
2549,defined,500,205,0.40999999999999998
2550,defined,500,216,0.432
2551,defined,500,213,0.42599999999999999
2552,defined,500,202,0.40400000000000003
2553,defined,500,198,0.39600000000000002
2554,defined,500,205,0.40999999999999998
2555,defined,500,220,0.44
2556,defined,500,196,0.39200000000000002
2557,defined,500,209,0.41799999999999998
2558,defined,500,204,0.40799999999999997
2559,defined,500,194,0.38800000000000001
2560,defined,500,206,0.41199999999999998
2561,defined,500,214,0.42799999999999999
2562,defined,500,211,0.42199999999999999
2563,defined,500,214,0.42799999999999999
2564,defined,500,206,0.41199999999999998
2565,defined,500,202,0.40400000000000003
2566,defined,500,218,0.436
2567,defined,500,209,0.41799999999999998
2568,defined,500,200,0.40000000000000002
2569,defined,500,197,0.39400000000000002
2570,defined,500,214,0.42799999999999999
2571,defined,500,206,0.41199999999999998
2572,defined,500,210,0.41999999999999998
2573,defined,500,218,0.436
2574,defined,500,210,0.41999999999999998
2575,defined,500,210,0.41999999999999998
2576,defined,500,199,0.39800000000000002
2577,defined,500,205,0.40999999999999998
2578,defined,500,208,0.41599999999999998
2579,defined,500,220,0.44
2580,defined,500,213,0.42599999999999999
2581,defined,500,205,0.40999999999999998
2582,defined,500,210,0.41999999999999998
2583,defined,500,204,0.40799999999999997
2584,defined,500,211,0.42199999999999999
2585,defined,500,208,0.41599999999999998
2586,defined,500,203,0.40600000000000003
2587,defined,500,203,0.40600000000000003
2588,defined,500,203,0.40600000000000003
2589,defined,500,228,0.45600000000000002
2590,defined,500,197,0.39400000000000002
2591,defined,500,211,0.42199999999999999
2592,defined,500,209,0.41799999999999998
2593,defined,500,201,0.40200000000000002
2594,defined,500,212,0.42399999999999999
2595,defined,500,211,0.42199999999999999
2596,defined,500,207,0.41399999999999998
2597,defined,500,208,0.41599999999999998
2598,defined,500,212,0.42399999999999999
2599,defined,500,207,0.41399999999999998
2600,defined,500,202,0.40400000000000003
2601,defined,500,207,0.41399999999999998
2602,defined,500,207,0.41399999999999998
2603,defined,500,212,0.42399999999999999
2604,defined,500,207,0.41399999999999998
2605,defined,500,208,0.41599999999999998
2606,defined,500,210,0.41999999999999998
2607,defined,500,200,0.40000000000000002
2608,defined,500,212,0.42399999999999999
2609,defined,500,204,0.40799999999999997
2610,defined,500,214,0.42799999999999999
2611,defined,500,202,0.40400000000000003
2612,defined,500,199,0.39800000000000002
2613,defined,500,203,0.40600000000000003
2614,defined,500,216,0.432
2615,defined,500,206,0.41199999999999998
2616,defined,500,213,0.42599999999999999
2617,defined,500,217,0.434
2618,defined,500,207,0.41399999999999998
2619,defined,500,201,0.40200000000000002
2620,defined,500,212,0.42399999999999999
2621,defined,500,203,0.40600000000000003
2622,defined,500,208,0.41599999999999998
2623,defined,500,201,0.40200000000000002
2624,defined,500,215,0.42999999999999999
2625,defined,500,200,0.40000000000000002
2626,defined,500,203,0.40600000000000003
2627,defined,500,213,0.42599999999999999
2628,defined,500,210,0.41999999999999998
2629,defined,500,216,0.432
2630,defined,500,217,0.434
2631,defined,500,207,0.41399999999999998
2632,defined,500,204,0.40799999999999997
2633,defined,500,220,0.44
2634,defined,500,208,0.41599999999999998
2635,defined,500,213,0.42599999999999999
2636,defined,500,207,0.41399999999999998
2637,defined,500,207,0.41399999999999998
2638,defined,500,193,0.38600000000000001
2639,defined,500,199,0.39800000000000002
2640,defined,500,219,0.438
2641,defined,500,202,0.40400000000000003
2642,defined,500,209,0.41799999999999998
2643,defined,500,191,0.38200000000000001
2644,defined,500,206,0.41199999999999998
2645,defined,500,210,0.41999999999999998
2646,defined,500,193,0.38600000000000001
2647,defined,500,213,0.42599999999999999
2648,defined,500,202,0.40400000000000003
2649,defined,500,215,0.42999999999999999
2650,defined,500,213,0.42599999999999999
2651,defined,500,217,0.434
2652,defined,500,208,0.41599999999999998
2653,defined,500,213,0.42599999999999999
2654,defined,500,212,0.42399999999999999
2655,defined,500,215,0.42999999999999999
2656,defined,500,212,0.42399999999999999
2657,defined,500,222,0.44400000000000001
2658,defined,500,207,0.41399999999999998
2659,defined,500,205,0.40999999999999998
2660,defined,500,212,0.42399999999999999
2661,defined,500,197,0.39400000000000002
2662,defined,500,205,0.40999999999999998
2663,defined,500,205,0.40999999999999998
2664,defined,500,203,0.40600000000000003
2665,defined,500,201,0.40200000000000002
2666,defined,500,204,0.40799999999999997
2667,defined,500,202,0.40400000000000003
2668,defined,500,211,0.42199999999999999
2669,defined,500,205,0.40999999999999998
2670,defined,500,208,0.41599999999999998
2671,defined,500,211,0.42199999999999999
2672,defined,500,194,0.38800000000000001
2673,defined,500,207,0.41399999999999998
2674,defined,500,208,0.41599999999999998
2675,defined,500,199,0.39800000000000002
2676,defined,500,211,0.42199999999999999
2677,defined,500,213,0.42599999999999999
2678,defined,500,214,0.42799999999999999
2679,defined,500,210,0.41999999999999998
2680,defined,500,202,0.40400000000000003
2681,defined,500,209,0.41799999999999998
2682,defined,500,196,0.39200000000000002
2683,defined,500,204,0.40799999999999997
2684,defined,500,193,0.38600000000000001
2685,defined,500,213,0.42599999999999999
2686,defined,500,207,0.41399999999999998
2687,defined,500,202,0.40400000000000003
2688,defined,500,202,0.40400000000000003
2689,defined,500,205,0.40999999999999998
2690,defined,500,206,0.41199999999999998
2691,defined,500,197,0.39400000000000002
2692,defined,500,207,0.41399999999999998
2693,defined,500,212,0.42399999999999999
2694,defined,500,205,0.40999999999999998
2695,defined,500,211,0.42199999999999999
2696,defined,500,202,0.40400000000000003
2697,defined,500,207,0.41399999999999998
2698,defined,500,206,0.41199999999999998
2699,defined,500,196,0.39200000000000002
2700,defined,500,224,0.44800000000000001
2701,defined,500,208,0.41599999999999998
2702,defined,500,211,0.42199999999999999
2703,defined,500,208,0.41599999999999998
2704,defined,500,197,0.39400000000000002
2705,defined,500,214,0.42799999999999999
2706,defined,500,208,0.41599999999999998
2707,defined,500,204,0.40799999999999997
2708,defined,500,209,0.41799999999999998
2709,defined,500,211,0.42199999999999999
2710,defined,500,204,0.40799999999999997
2711,defined,500,219,0.438
2712,defined,500,214,0.42799999999999999
2713,defined,500,207,0.41399999999999998
2714,defined,500,203,0.40600000000000003
2715,defined,500,199,0.39800000000000002
2716,defined,500,213,0.42599999999999999
2717,defined,500,205,0.40999999999999998
2718,defined,500,197,0.39400000000000002
2719,defined,500,207,0.41399999999999998
2720,defined,500,211,0.42199999999999999
2721,defined,500,201,0.40200000000000002
2722,defined,500,213,0.42599999999999999
2723,defined,500,212,0.42399999999999999
2724,defined,500,206,0.41199999999999998
2725,defined,500,206,0.41199999999999998
2726,defined,500,207,0.41399999999999998
2727,defined,500,211,0.42199999999999999
2728,defined,500,202,0.40400000000000003
2729,defined,500,207,0.41399999999999998
2730,defined,500,197,0.39400000000000002
2731,defined,500,208,0.41599999999999998
2732,defined,500,219,0.438
2733,defined,500,215,0.42999999999999999
