replicate,status,hard_eligible_count,random_expected_catastrophic_rate,issued_catastrophic_rate,risk_reduction_fraction
961,defined,796,0.36432160804020103,0.26800000000000002,0.26438620689655168
962,defined,772,0.40284974093264247,0.32600000000000001,0.19076527331189708
963,defined,789,0.39797211660329529,0.316,0.20597452229299362
964,defined,770,0.40389610389610392,0.32800000000000001,0.18790996784565916
965,defined,778,0.38174807197943444,0.28999999999999998,0.2403367003367004
966,defined,789,0.41825095057034223,0.32800000000000001,0.21578181818181819
967,defined,796,0.40829145728643218,0.316,0.2260430769230769
968,defined,784,0.40051020408163263,0.30599999999999999,0.23597452229299354
969,defined,800,0.42875000000000002,0.32000000000000001,0.25364431486880468
970,defined,776,0.39432989690721648,0.31,0.21385620915032677
971,defined,791,0.40707964601769914,0.28999999999999998,0.28760869565217395
972,defined,784,0.39540816326530615,0.32800000000000001,0.17047741935483873
973,defined,765,0.41960784313725491,0.34200000000000003,0.18495327102803738
974,defined,785,0.4229299363057325,0.33800000000000002,0.20081325301204822
975,defined,771,0.4059662775616083,0.312,0.23146325878594254
976,defined,801,0.38576779026217228,0.28999999999999998,0.24825242718446605
977,defined,772,0.42616580310880831,0.374,0.12240729483282675
978,defined,768,0.390625,0.312,0.20128000000000001
979,defined,779,0.41463414634146339,0.314,0.2427058823529411
980,defined,787,0.37357052096569249,0.28999999999999998,0.22370748299319732
981,defined,768,0.42057291666666669,0.36799999999999999,0.12500309597523229
982,defined,773,0.39974126778783958,0.31,0.22449838187702265
983,defined,798,0.44611528822055135,0.37,0.17061797752808983
984,defined,780,0.41794871794871796,0.32000000000000001,0.23435582822085887
985,defined,784,0.43367346938775508,0.312,0.28056470588235294
986,defined,772,0.41321243523316065,0.312,0.24494043887147343
987,defined,784,0.42474489795918369,0.33200000000000002,0.21835435435435435
988,defined,777,0.42985842985842987,0.32800000000000001,0.2369580838323353
989,defined,778,0.37532133676092544,0.27000000000000002,0.28061643835616434
990,defined,781,0.41229193341869397,0.34999999999999998,0.1510869565217392
991,defined,784,0.40561224489795916,0.314,0.2258616352201257
992,defined,803,0.37235367372353673,0.30399999999999999,0.18357190635451504
993,defined,775,0.41290322580645161,0.32200000000000001,0.22015624999999994
994,defined,805,0.43850931677018634,0.34599999999999997,0.21096317280453269
995,defined,789,0.41318124207858048,0.32000000000000001,0.22552147239263798
996,defined,784,0.40816326530612246,0.30599999999999999,0.25030000000000008
997,defined,775,0.43870967741935485,0.32800000000000001,0.25235294117647056
998,defined,767,0.41199478487614083,0.308,0.25241772151898734
999,defined,780,0.4217948717948718,0.34999999999999998,0.17021276595744683
1000,defined,781,0.40332906530089629,0.308,0.23635555555555554
1001,defined,771,0.38002594033722437,0.28599999999999998,0.24741979522184299
1002,defined,792,0.40025252525252525,0.30199999999999999,0.24547634069400637
1003,defined,773,0.40362225097024579,0.312,0.22699999999999998
1004,defined,797,0.4604767879548306,0.34000000000000002,0.26163487738419611
1005,defined,807,0.42131350681536556,0.34999999999999998,0.16926470588235298
1006,defined,772,0.42875647668393785,0.34599999999999997,0.19301510574018133
1007,defined,785,0.42675159235668791,0.312,0.26889552238805969
1008,defined,782,0.40920716112531969,0.32800000000000001,0.1984499999999999
1009,defined,790,0.39113924050632909,0.312,0.20233009708737859
1010,defined,792,0.41540404040404039,0.32000000000000001,0.22966565349544066
1011,defined,786,0.41730279898218831,0.33200000000000002,0.20441463414634142
1012,defined,802,0.37281795511221943,0.318,0.14703678929765884
1013,defined,786,0.40712468193384221,0.30399999999999999,0.25329999999999997
1014,defined,778,0.41902313624678661,0.31,0.26018404907975456
1015,defined,763,0.39711664482306686,0.30599999999999999,0.22944554455445554
1016,defined,778,0.42544987146529561,0.35199999999999998,0.17264048338368587
1017,defined,766,0.35900783289817234,0.28199999999999997,0.21450181818181835
1018,defined,770,0.40259740259740262,0.30599999999999999,0.23993548387096775
1019,defined,761,0.4099868593955322,0.32800000000000001,0.199974358974359
1020,defined,770,0.42077922077922075,0.33800000000000002,0.19672839506172835
1021,defined,793,0.41235813366960911,0.32200000000000001,0.21912538226299694
1022,defined,791,0.4197218710493047,0.33400000000000002,0.20423493975903617
1023,defined,784,0.42091836734693877,0.34799999999999998,0.17323636363636363
1024,defined,775,0.39741935483870966,0.32000000000000001,0.19480519480519476
1025,defined,772,0.42746113989637308,0.35399999999999998,0.17185454545454548
1026,defined,790,0.41518987341772151,0.33800000000000002,0.18591463414634135
1027,defined,767,0.409387222946545,0.29999999999999999,0.26719745222929947
1028,defined,787,0.40406607369758579,0.32600000000000001,0.19320125786163522
1029,defined,781,0.40332906530089629,0.33800000000000002,0.1619746031746031
1030,defined,795,0.4088050314465409,0.318,0.22212307692307698
1031,defined,787,0.44472681067344344,0.33000000000000002,0.25797142857142852
1032,defined,794,0.41183879093198994,0.30399999999999999,0.26184709480122326
1033,defined,770,0.42337662337662335,0.29599999999999999,0.30085889570552149
1034,defined,786,0.4351145038167939,0.34200000000000003,0.21399999999999997
1035,defined,781,0.4174135723431498,0.33800000000000002,0.19025153374233117
1036,defined,784,0.40051020408163263,0.30599999999999999,0.23597452229299354
1037,defined,804,0.43532338308457713,0.34000000000000002,0.21897142857142859
1038,defined,783,0.41123882503192849,0.33000000000000002,0.19754658385093171
1039,defined,778,0.40231362467866322,0.29999999999999999,0.25431309904153354
1040,defined,803,0.41469489414694893,0.30599999999999999,0.26210810810810814
1041,defined,794,0.40931989924433249,0.30199999999999999,0.26219076923076923
1042,defined,773,0.4113842173350582,0.33200000000000002,0.19296855345911945
1043,defined,796,0.40829145728643218,0.32400000000000001,0.20644923076923083
1044,defined,785,0.44203821656050957,0.33600000000000002,0.23988472622478385
1045,defined,773,0.41914618369987061,0.31,0.26040123456790121
1046,defined,785,0.38471337579617837,0.30599999999999999,0.20460264900662262
1047,defined,765,0.44183006535947711,0.32600000000000001,0.26215976331360946
1048,defined,775,0.41161290322580646,0.30199999999999999,0.26630094043887154
1049,defined,782,0.40025575447570333,0.35199999999999998,0.12056230031948889
1050,defined,784,0.39795918367346939,0.314,0.21097435897435901
1051,defined,781,0.4212548015364917,0.33800000000000002,0.19763525835866258
1052,defined,773,0.39586028460543338,0.32000000000000001,0.19163398692810452
1053,defined,792,0.43434343434343436,0.31,0.28627906976744188
1054,defined,777,0.39382239382239381,0.30199999999999999,0.23315686274509806
1055,defined,801,0.42446941323345816,0.34999999999999998,0.17544117647058821
1056,defined,764,0.41753926701570682,0.33000000000000002,0.20965517241379306
1057,defined,782,0.43861892583120204,0.34799999999999998,0.2066005830903791
1058,defined,781,0.40460947503201022,0.32800000000000001,0.18934177215189862
1059,defined,787,0.43074968233799238,0.33600000000000002,0.21996460176991151
1060,defined,784,0.4107142857142857,0.32400000000000001,0.21113043478260862
1061,defined,794,0.40806045340050379,0.33800000000000002,0.17169135802469127
1062,defined,781,0.42765685019206146,0.35799999999999998,0.16288023952095809
1063,defined,781,0.41101152368758004,0.28599999999999998,0.30415576323987548
1064,defined,796,0.39824120603015073,0.308,0.22659936908517342
1065,defined,784,0.39668367346938777,0.312,0.21347909967845657
1066,defined,763,0.41284403669724773,0.314,0.23942222222222231
1067,defined,769,0.43563068920676201,0.34999999999999998,0.19656716417910447
1068,defined,771,0.37743190661478598,0.29599999999999999,0.21575257731958764
1069,defined,781,0.39820742637644047,0.29799999999999999,0.25164630225080387
1070,defined,793,0.40100882723833542,0.30399999999999999,0.24191194968553453
1071,defined,789,0.40050697084917619,0.32200000000000001,0.19601898734177214
1072,defined,786,0.40330788804071249,0.28399999999999997,0.29582334384858056
1073,defined,785,0.42802547770700639,0.34599999999999997,0.19163690476190487
1074,defined,781,0.39692701664532648,0.312,0.2139612903225806
1075,defined,785,0.46369426751592357,0.35599999999999998,0.23225274725274725
1076,defined,770,0.41688311688311686,0.32400000000000001,0.22280373831775691
1077,defined,787,0.41423125794155019,0.29799999999999999,0.28059509202453992
1078,defined,776,0.41365979381443296,0.32000000000000001,0.22641744548286602
1079,defined,791,0.39317319848293297,0.29199999999999998,0.25732475884244377
1080,defined,785,0.42675159235668791,0.34000000000000002,0.20328358208955222
1081,defined,765,0.40784313725490196,0.318,0.22028846153846149
1082,defined,773,0.41526520051746441,0.32200000000000001,0.22459190031152643
1083,defined,785,0.43566878980891721,0.34799999999999998,0.20122807017543864
1084,defined,765,0.40261437908496733,0.314,0.22009740259740262
1085,defined,781,0.41869398207426378,0.33800000000000002,0.19272782874617733
1086,defined,791,0.40455120101137798,0.32400000000000001,0.19911249999999991
1087,defined,781,0.39308578745198464,0.30399999999999999,0.2266319218241043
1088,defined,767,0.43285528031290743,0.33600000000000002,0.22375903614457826
1089,defined,772,0.40414507772020725,0.32800000000000001,0.18841025641025633
1090,defined,767,0.40547588005215124,0.30399999999999999,0.25026366559485536
1091,defined,765,0.4169934640522876,0.35399999999999998,0.15106583072100321
1092,defined,793,0.41361916771752838,0.32200000000000001,0.22150609756097561
1093,defined,790,0.4088607594936709,0.29799999999999999,0.27114551083591332
1094,defined,778,0.41902313624678661,0.318,0.24109202453987721
1095,defined,776,0.41237113402061853,0.316,0.23369999999999991
1096,defined,772,0.40414507772020725,0.314,0.223051282051282
1097,defined,771,0.39299610894941633,0.32000000000000001,0.18574257425742569
1098,defined,769,0.41612483745123535,0.32800000000000001,0.21177499999999994
1099,defined,770,0.39350649350649353,0.30399999999999999,0.22745874587458748
1100,defined,784,0.4107142857142857,0.32000000000000001,0.22086956521739121
1101,defined,782,0.46291560102301788,0.37,0.20071823204419881
1102,defined,775,0.41935483870967744,0.30599999999999999,0.27030769230769236
1103,defined,766,0.42297650130548303,0.33000000000000002,0.2198148148148148
1104,defined,784,0.4107142857142857,0.318,0.22573913043478255
1105,defined,783,0.42017879948914433,0.29599999999999999,0.29553799392097269
1106,defined,765,0.41176470588235292,0.33600000000000002,0.18399999999999994
1107,defined,794,0.41939546599496219,0.316,0.24653453453453444
1108,defined,787,0.43202033036848791,0.34399999999999997,0.20374117647058831
1109,defined,773,0.41526520051746441,0.312,0.24867289719626162
1110,defined,767,0.43415906127770537,0.34000000000000002,0.21687687687687685
1111,defined,783,0.41379310344827586,0.30399999999999999,0.26533333333333331
1112,defined,781,0.43918053777208704,0.378,0.13930612244897955
1113,defined,783,0.43550446998722858,0.35399999999999998,0.18714956011730199
1114,defined,797,0.42032622333751568,0.34399999999999997,0.18158805970149261
1115,defined,795,0.39622641509433965,0.314,0.20752380952380955
1116,defined,787,0.41804320203303685,0.312,0.25366565349544079
1117,defined,790,0.42658227848101266,0.34799999999999998,0.18421364985163213
1118,defined,788,0.38071065989847713,0.29799999999999999,0.2172533333333333
1119,defined,783,0.42401021711366538,0.312,0.26416867469879513
1120,defined,781,0.41229193341869397,0.318,0.22870186335403719
1121,defined,780,0.40000000000000002,0.28999999999999998,0.27500000000000013
1122,defined,786,0.43129770992366412,0.32600000000000001,0.24414159292035398
1123,defined,779,0.40693196405648269,0.316,0.22345741324921142
1124,defined,753,0.40504648074369187,0.31,0.23465573770491799
1125,defined,771,0.40077821011673154,0.33200000000000002,0.17161165048543692
1126,defined,783,0.42273307790549169,0.32800000000000001,0.22409667673716005
1127,defined,779,0.43260590500641849,0.34799999999999998,0.19557270029673601
1128,defined,810,0.4345679012345679,0.34000000000000002,0.21761363636363629
1129,defined,805,0.40993788819875776,0.34399999999999997,0.16084848484848491
1130,defined,786,0.39694656488549618,0.312,0.21399999999999997
1131,defined,778,0.44601542416452444,0.34599999999999997,0.224242074927954
1132,defined,773,0.42690815006468308,0.32600000000000001,0.23636969696969701
1133,defined,785,0.38853503184713378,0.318,0.18154098360655746
1134,defined,791,0.40455120101137798,0.32600000000000001,0.19416874999999989
1135,defined,756,0.39285714285714285,0.28999999999999998,0.26181818181818184
1136,defined,776,0.40463917525773196,0.30599999999999999,0.24377070063694273
1137,defined,792,0.39772727272727271,0.31,0.22057142857142853
1138,defined,784,0.39668367346938777,0.29999999999999999,0.24372990353697754
1139,defined,785,0.40382165605095544,0.29799999999999999,0.26205047318611996
1140,defined,784,0.42602040816326531,0.34399999999999997,0.19252694610778454
1141,defined,775,0.38967741935483868,0.314,0.19420529801324493
1142,defined,783,0.42656449553001274,0.32400000000000001,0.24044311377245497
1143,defined,791,0.41719342604298354,0.314,0.2473515151515151
1144,defined,771,0.39559014267185472,0.32200000000000001,0.18602622950819669
1145,defined,791,0.41213653603034134,0.32400000000000001,0.2138527607361963
1146,defined,791,0.43489254108723135,0.33400000000000002,0.23199418604651156
1147,defined,782,0.41815856777493604,0.35199999999999998,0.15821406727828746
1148,defined,776,0.40206185567010311,0.316,0.2140512820512821
1149,defined,770,0.37662337662337664,0.28000000000000003,0.25655172413793104
1150,defined,761,0.41787122207621552,0.33600000000000002,0.19592452830188678
1151,defined,763,0.43643512450851901,0.35999999999999999,0.17513513513513523
1152,defined,782,0.41432225063938621,0.32000000000000001,0.22765432098765437
1153,defined,802,0.42892768079800497,0.36399999999999999,0.15137209302325583
1154,defined,778,0.41773778920308485,0.316,0.24354461538461536
1155,defined,772,0.41321243523316065,0.33800000000000002,0.18201880877742949
1156,defined,780,0.42307692307692307,0.32800000000000001,0.22472727272727266
1157,defined,760,0.40131578947368424,0.308,0.23252459016393445
1158,defined,789,0.41191381495564006,0.318,0.2279938461538461
1159,defined,773,0.39974126778783958,0.312,0.21949514563106798
1160,defined,781,0.42765685019206146,0.33400000000000002,0.21899999999999997
1161,defined,779,0.4274711168164313,0.32400000000000001,0.242054054054054
1162,defined,767,0.42372881355932202,0.35399999999999998,0.16456000000000004
1163,defined,770,0.42467532467532465,0.33600000000000002,0.20880733944954122
1164,defined,774,0.39147286821705424,0.312,0.20300990099009897
1165,defined,782,0.41943734015345269,0.32200000000000001,0.23230487804878042
1166,defined,784,0.42857142857142855,0.312,0.27199999999999991
1167,defined,781,0.42381562099871961,0.34399999999999997,0.18832628398791551
1168,defined,800,0.41499999999999998,0.314,0.24337349397590358
1169,defined,780,0.41923076923076924,0.33800000000000002,0.19376146788990822
1170,defined,767,0.40026075619295959,0.30199999999999999,0.24549185667752449
1171,defined,779,0.40051347881899874,0.32000000000000001,0.20102564102564102
1172,defined,786,0.41730279898218831,0.33800000000000002,0.19003658536585366
1173,defined,765,0.40522875816993464,0.31,0.23499999999999999
1174,defined,786,0.43384223918575066,0.32400000000000001,0.25318475073313784
1175,defined,761,0.41524310118265439,0.31,0.25344936708860755
1176,defined,780,0.42692307692307691,0.33600000000000002,0.21297297297297291
1177,defined,771,0.40077821011673154,0.314,0.21652427184466028
1178,defined,778,0.42673521850899743,0.33200000000000002,0.22199999999999998
1179,defined,769,0.40832249674902471,0.32400000000000001,0.20650955414012739
1180,defined,776,0.42912371134020616,0.34000000000000002,0.20768768768768753
1181,defined,773,0.37904269081500647,0.28199999999999997,0.2560204778156997
1182,defined,791,0.41087231352718079,0.318,0.22603692307692302
1183,defined,773,0.40362225097024579,0.33400000000000002,0.17249358974358964
1184,defined,782,0.40153452685421998,0.28399999999999997,0.2927133757961784
1185,defined,796,0.39949748743718594,0.312,0.21901886792452829
1186,defined,771,0.4150453955901427,0.34000000000000002,0.18081250000000004
1187,defined,801,0.43320848938826467,0.34200000000000003,0.21054178674351576
1188,defined,786,0.42111959287531808,0.35199999999999998,0.16413293051359523
1189,defined,772,0.43005181347150256,0.34200000000000003,0.20474698795180712
1190,defined,776,0.43041237113402064,0.32400000000000001,0.24723353293413175
1191,defined,759,0.40843214756258234,0.29599999999999999,0.27527741935483874
1192,defined,776,0.37371134020618557,0.31,0.17048275862068962
1193,defined,792,0.42803030303030304,0.32000000000000001,0.25238938053097348
1194,defined,784,0.40816326530612246,0.34200000000000003,0.16209999999999991
1195,defined,778,0.42287917737789205,0.32600000000000001,0.2290942249240121
1196,defined,782,0.39130434782608697,0.31,0.20777777777777784
1197,defined,783,0.46104725415070241,0.372,0.19314127423822713
1198,defined,754,0.41114058355437666,0.32800000000000001,0.20221935483870968
1199,defined,773,0.40620957309184996,0.32200000000000001,0.20730573248407647
1200,defined,765,0.42222222222222222,0.34999999999999998,0.17105263157894746
1201,defined,782,0.42327365728900257,0.32400000000000001,0.23453776435045315
1202,defined,778,0.41131105398457585,0.29599999999999999,0.2803500000000001
1203,defined,782,0.42199488491048592,0.32400000000000001,0.23221818181818177
1204,defined,784,0.40943877551020408,0.316,0.22821183800623046
1205,defined,788,0.3895939086294416,0.31,0.20429967426710094
1206,defined,780,0.42435897435897435,0.33400000000000002,0.21293051359516613
1207,defined,793,0.39848675914249687,0.30399999999999999,0.23711392405063303
1208,defined,783,0.3946360153256705,0.30199999999999999,0.23473786407766994
1209,defined,786,0.38931297709923662,0.32000000000000001,0.17803921568627445
1210,defined,789,0.38022813688212925,0.28399999999999997,0.25307999999999997
1211,defined,782,0.44245524296675193,0.36799999999999999,0.1682774566473989
1212,defined,779,0.46084724005134786,0.35999999999999999,0.21883008356545963
1213,defined,773,0.3984476067270375,0.32600000000000001,0.18182467532467528
1214,defined,799,0.39799749687108887,0.308,0.22612578616352208
1215,defined,784,0.41581632653061223,0.308,0.25928834355828223
1216,defined,761,0.41392904073587383,0.32000000000000001,0.22692063492063486
1217,defined,789,0.45373891001267425,0.35999999999999999,0.20659217877094971
1218,defined,787,0.42058449809402798,0.314,0.25341993957703934
1219,defined,793,0.42118537200504413,0.33800000000000002,0.19750299401197602
1220,defined,773,0.40750323415265199,0.33200000000000002,0.1852825396825396
1221,defined,769,0.38621586475942782,0.28599999999999998,0.25948148148148154
1222,defined,776,0.40463917525773196,0.32800000000000001,0.18940127388535033
1223,defined,783,0.42273307790549169,0.32800000000000001,0.22409667673716005
1224,defined,776,0.41108247422680411,0.32200000000000001,0.21670219435736671
1225,defined,781,0.39308578745198464,0.316,0.19610423452768733
1226,defined,791,0.40960809102402024,0.32000000000000001,0.21876543209876542
1227,defined,785,0.38598726114649684,0.31,0.19686468646864697
1228,defined,784,0.4107142857142857,0.312,0.24034782608695648
1229,defined,755,0.40662251655629139,0.32800000000000001,0.19335504885993482
1230,defined,784,0.41326530612244899,0.32400000000000001,0.21599999999999997
1231,defined,783,0.40102171136653897,0.308,0.23196178343949048
1232,defined,783,0.45338441890166026,0.36199999999999999,0.20156056338028172
1233,defined,773,0.42561448900388099,0.32000000000000001,0.24814589665653497
1234,defined,782,0.41304347826086957,0.32800000000000001,0.20589473684210524
1235,defined,786,0.39694656488549618,0.32200000000000001,0.18880769230769223
1236,defined,775,0.4258064516129032,0.32000000000000001,0.24848484848484842
1237,defined,785,0.41656050955414015,0.316,0.24140672782874617
1238,defined,815,0.43067484662576688,0.33000000000000002,0.23376068376068371
1239,defined,794,0.4345088161209068,0.33400000000000002,0.23131594202898542
1240,defined,791,0.38179519595448796,0.28599999999999998,0.25090728476821189
1241,defined,771,0.40337224383916992,0.28199999999999997,0.30089389067524119
1242,defined,779,0.44159178433889601,0.314,0.28893604651162785
1243,defined,784,0.38137755102040816,0.28599999999999998,0.25008695652173918
1244,defined,766,0.38120104438642299,0.30199999999999999,0.20776712328767133
1245,defined,792,0.40530303030303028,0.32400000000000001,0.20059813084112144
1246,defined,773,0.38551099611901679,0.32200000000000001,0.16474496644295289
1247,defined,783,0.42273307790549169,0.34599999999999997,0.18151661631419946
1248,defined,787,0.43583227445997458,0.33600000000000002,0.22906122448979582
1249,defined,778,0.42930591259640105,0.33000000000000002,0.23131736526946112
1250,defined,790,0.39746835443037976,0.28799999999999998,0.27541401273885358
1251,defined,772,0.42875647668393785,0.32800000000000001,0.2349969788519638
1252,defined,801,0.40823970037453183,0.30199999999999999,0.26023853211009174
1253,defined,791,0.39949431099873578,0.28999999999999998,0.27408227848101274
1254,defined,778,0.40488431876606684,0.30399999999999999,0.24916825396825404
1255,defined,780,0.40641025641025641,0.314,0.2273817034700315
1256,defined,773,0.4023285899094437,0.318,0.20960128617363338
1257,defined,771,0.4150453955901427,0.33400000000000002,0.19526874999999999
1258,defined,774,0.40310077519379844,0.316,0.21607692307692306
1259,defined,777,0.43371943371943372,0.32800000000000001,0.24375074183976253
1260,defined,782,0.40409207161125321,0.28199999999999997,0.30213924050632923
1261,defined,781,0.4353393085787452,0.32600000000000001,0.25115882352941177
1262,defined,776,0.42783505154639173,0.32200000000000001,0.24737349397590358
1263,defined,773,0.4204398447606727,0.33600000000000002,0.20083692307692302
1264,defined,782,0.38491048593350385,0.308,0.19981395348837216
1265,defined,758,0.39577836411609496,0.31,0.21673333333333333
1266,defined,781,0.41357234314980795,0.316,0.2359256965944273
1267,defined,777,0.40411840411840411,0.33000000000000002,0.1834076433121018
1268,defined,768,0.40494791666666669,0.30599999999999999,0.24434726688102903
1269,defined,787,0.43456162642947904,0.35799999999999998,0.17618128654970766
1270,defined,777,0.42471042471042469,0.29399999999999998,0.30776363636363635
1271,defined,810,0.42345679012345677,0.36399999999999999,0.14040816326530614
1272,defined,785,0.43949044585987262,0.34000000000000002,0.22637681159420286
1273,defined,769,0.4096228868660598,0.32400000000000001,0.20902857142857134
1274,defined,795,0.42264150943396228,0.33400000000000002,0.20973214285714281
1275,defined,780,0.42564102564102563,0.34599999999999997,0.18710843373493979
1276,defined,794,0.42317380352644834,0.34200000000000003,0.19182142857142848
1277,defined,784,0.43622448979591838,0.33200000000000002,0.23892397660818709
1278,defined,769,0.42132639791937582,0.312,0.25948148148148154
1279,defined,798,0.47368421052631576,0.376,0.2062222222222222
1280,defined,786,0.41730279898218831,0.34000000000000002,0.18524390243902433
1281,defined,798,0.46240601503759399,0.376,0.18686178861788616
1282,defined,780,0.4128205128205128,0.29999999999999999,0.27329192546583847
1283,defined,768,0.38151041666666669,0.30399999999999999,0.20316723549488058
1284,defined,791,0.41466498103666244,0.33000000000000002,0.20417682926829261
1285,defined,791,0.39443742098609358,0.314,0.20392948717948722
1286,defined,789,0.42332065906210392,0.32200000000000001,0.23934730538922155
1287,defined,767,0.42112125162972619,0.29599999999999999,0.29711455108359131
1288,defined,782,0.42071611253196933,0.314,0.25365349544072957
1289,defined,769,0.41872561768530558,0.34999999999999998,0.16413043478260869
1290,defined,789,0.44106463878326996,0.34599999999999997,0.21553448275862075
1291,defined,784,0.40433673469387754,0.318,0.21352681388012618
1292,defined,778,0.41002570694087404,0.33400000000000002,0.18541692789968645
1293,defined,796,0.43969849246231157,0.35199999999999998,0.19945142857142861
1294,defined,784,0.41836734693877553,0.316,0.24468292682926829
1295,defined,805,0.39751552795031053,0.316,0.20506249999999993
1296,defined,762,0.42519685039370081,0.34599999999999997,0.18625925925925935
1297,defined,786,0.42493638676844786,0.32200000000000001,0.24223952095808388
1298,defined,767,0.4041720990873533,0.29999999999999999,0.25774193548387092
1299,defined,787,0.42058449809402798,0.32000000000000001,0.23915407854984894
1300,defined,780,0.42820512820512818,0.34599999999999997,0.19197604790419165
1301,defined,785,0.37834394904458601,0.27800000000000002,0.26521885521885524
1302,defined,786,0.38167938931297712,0.308,0.1930400000000001
1303,defined,780,0.41794871794871796,0.312,0.25349693251533745
1304,defined,784,0.39795918367346939,0.312,0.21599999999999997
1305,defined,777,0.40797940797940796,0.29199999999999998,0.2842776025236593
1306,defined,793,0.42370744010088274,0.30199999999999999,0.28724404761904765
1307,defined,782,0.41815856777493604,0.308,0.26343730886850147
1308,defined,781,0.40973111395646605,0.314,0.23364374999999993
1309,defined,777,0.37966537966537967,0.318,0.16242033898305086
1310,defined,807,0.43618339529120198,0.35999999999999999,0.17465909090909093
1311,defined,774,0.42118863049095606,0.32000000000000001,0.2402453987730061
1312,defined,779,0.43003851091142492,0.33200000000000002,0.22797611940298501
1313,defined,757,0.41083223249669748,0.32200000000000001,0.21622508038585209
1314,defined,782,0.42966751918158569,0.34599999999999997,0.19472619047619055
1315,defined,778,0.41131105398457585,0.32600000000000001,0.2074125
1316,defined,777,0.43629343629343631,0.34599999999999997,0.20695575221238949
1317,defined,772,0.41709844559585491,0.32200000000000001,0.22799999999999998
1318,defined,773,0.40620957309184996,0.33600000000000002,0.17284076433121021
1319,defined,768,0.40104166666666669,0.30599999999999999,0.23698701298701308
1320,defined,794,0.38539042821158692,0.32800000000000001,0.1489150326797386
1321,defined,771,0.3748378728923476,0.29599999999999999,0.21032525951557102
1322,defined,782,0.44245524296675193,0.34999999999999998,0.20895953757225438
1323,defined,775,0.41290322580645161,0.308,0.25406249999999997
1324,defined,779,0.43517329910141206,0.33200000000000002,0.23708554572271379
1325,defined,792,0.4128787878787879,0.30599999999999999,0.25886238532110095
1326,defined,785,0.4229299363057325,0.33400000000000002,0.21027108433734942
1327,defined,759,0.41370223978919629,0.33800000000000002,0.18298726114649677
1328,defined,799,0.41677096370463079,0.33800000000000002,0.18900300300300299
1329,defined,802,0.41022443890274313,0.32400000000000001,0.21018844984802432
1330,defined,802,0.42144638403990026,0.34000000000000002,0.19325443786982244
1331,defined,767,0.40677966101694918,0.34000000000000002,0.16416666666666668
1332,defined,774,0.42506459948320413,0.35199999999999998,0.17189057750759884
1333,defined,790,0.42025316455696204,0.312,0.25759036144578318
1334,defined,774,0.45090439276485789,0.34599999999999997,0.23265329512893984
1335,defined,769,0.42262678803641091,0.33000000000000002,0.21916923076923067
1336,defined,776,0.39561855670103091,0.32600000000000001,0.17597394136807809
1337,defined,778,0.38046272493573263,0.29599999999999999,0.22199999999999998
1338,defined,755,0.41986754966887418,0.32000000000000001,0.23785488958990542
1339,defined,791,0.40075853350189633,0.32200000000000001,0.19652365930599369
1340,defined,788,0.42512690355329952,0.33200000000000002,0.21905671641791047
1341,defined,781,0.43277848911651728,0.35599999999999998,0.17740828402366871
1342,defined,790,0.43164556962025319,0.32000000000000001,0.25865102639296189
1343,defined,782,0.42838874680306904,0.35599999999999998,0.168979104477612
1344,defined,786,0.40330788804071249,0.308,0.23631545741324922
1345,defined,768,0.41276041666666669,0.32200000000000001,0.21988643533123031
1346,defined,786,0.3931297709923664,0.31,0.21145631067961168
1347,defined,795,0.42012578616352203,0.312,0.25736526946107785
1348,defined,787,0.44091486658195678,0.34599999999999997,0.21526801152737751
1349,defined,775,0.40387096774193548,0.318,0.21261980830670923
1350,defined,766,0.40469973890339428,0.318,0.21423225806451618
1351,defined,762,0.40551181102362205,0.32800000000000001,0.19114563106796112
1352,defined,766,0.40600522193211486,0.32400000000000001,0.20198070739549834
1353,defined,777,0.40669240669240669,0.33800000000000002,0.16890506329113919
1354,defined,774,0.40826873385012918,0.32800000000000001,0.19660759493670876
1355,defined,773,0.41655886157826649,0.33600000000000002,0.19339130434782603
1356,defined,774,0.40439276485788112,0.31,0.23341853035143767
1357,defined,776,0.40335051546391754,0.29999999999999999,0.25623003194888183
1358,defined,783,0.36526181353767562,0.26600000000000001,0.27175524475524471
1359,defined,757,0.4134742404227213,0.34200000000000003,0.17286261980830675
1360,defined,767,0.40547588005215124,0.316,0.22066881028938901
1361,defined,771,0.42282749675745784,0.35399999999999998,0.16277914110429448
1362,defined,785,0.41019108280254779,0.30599999999999999,0.25400621118012423
1363,defined,791,0.42098609355246525,0.33400000000000002,0.20662462462462461
1364,defined,787,0.40914866581956799,0.312,0.23744099378881989
1365,defined,768,0.39583333333333331,0.314,0.20673684210526311
1366,defined,800,0.44,0.33400000000000002,0.24090909090909085
1367,defined,779,0.45314505776636715,0.34999999999999998,0.22762039660056665
1368,defined,764,0.39659685863874344,0.30199999999999999,0.23852145214521447
1369,defined,789,0.41825095057034223,0.316,0.24447272727272729
1370,defined,772,0.43652849740932642,0.32000000000000001,0.26694362017804152
1371,defined,787,0.43074968233799238,0.34000000000000002,0.21067846607669616
1372,defined,772,0.42098445595854922,0.34399999999999997,0.1828676923076924
1373,defined,776,0.39175257731958762,0.308,0.21378947368421053
1374,defined,787,0.39898348157560354,0.312,0.21801273885350314
1375,defined,770,0.42597402597402595,0.29799999999999999,0.30042682926829267
